Agency_Text,Sex_Code_Text,Ethnic_Code_Text,ScaleSet,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,DisplayText,RawScore,DecileScore,ScoreText,AgeGroup
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Hispanic,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Other,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.67,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.67,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.67,4,Low,1
PRETRIAL,Male,Other,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.67,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.67,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.67,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.67,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Widowed,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Married,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,2,Risk of Recidivism,-0.67,4,Low,1
Probation,Male,African-American,All Scales,English,Other,Probation,Divorced,1,Risk of Recidivism,-0.67,3,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Other,Probation,Married,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Other,Probation,Married,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Other,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Other,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Parole Violator,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,1
Probation,Male,Asian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,1
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.67,4,Low,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Risk of Recidivism,-0.66,5,Medium,2
PRETRIAL,Female,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,1
PRETRIAL,Female,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Risk of Recidivism,-0.66,5,Medium,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,5,Medium,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,5,Medium,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,5,Medium,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,5,Medium,1
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,5,Medium,1
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.66,5,Medium,1
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.66,5,Medium,2
PRETRIAL,Female,Hispanic,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.66,5,Medium,2
Probation,Female,Caucasian,Risk and Prescreen,English,Other,Probation,Divorced,1,Risk of Recidivism,-0.66,5,Medium,2
Probation,Female,Hispanic,Risk and Prescreen,English,Other,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,1
Probation,Female,African-American,Risk and Prescreen,English,Other,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,1
Probation,Female,Hispanic,Risk and Prescreen,English,Other,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,2
Probation,Female,African-American,Risk and Prescreen,English,Other,Probation,Single,2,Risk of Recidivism,-0.66,5,Medium,1
Probation,Female,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,2
Probation,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,2
Probation,Female,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,2
Probation,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,5,Medium,2
PRETRIAL,Male,Caucasian,All Scales,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,3,Low,2
PRETRIAL,Male,Hispanic,Risk and Prescreen,English,Other,Probation,Married,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Other,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,Other,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Male,Other,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Other,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Divorced,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Separated,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,1
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,1
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.66,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Significant Other,1,Risk of Recidivism,-0.66,4,Low,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,5,Medium,2
PRETRIAL,Female,Native American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,5,Medium,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Risk of Recidivism,-0.65,5,Medium,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,5,Medium,1
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,5,Medium,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,5,Medium,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,5,Medium,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.65,5,Medium,1
Probation,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Risk of Recidivism,-0.65,5,Medium,2
Probation,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,5,Medium,1
Probation,Female,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,5,Medium,2
Probation,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,5,Medium,2
Probation,Female,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,5,Medium,2
Probation,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,5,Medium,2
Probation,Female,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,5,Medium,2
DRRD,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Divorced,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Married,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,Hispanic,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Hispanic,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Other,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,Other,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Unknown,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Married,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.65,4,Low,1
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Male,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.65,4,Low,3
PRETRIAL,Male,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,2,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Other,Probation,Married,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Other,Probation,Single,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Jail Inmate,Single,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Married,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,4,Low,1
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,4,Low,2
Probation,Male,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.65,4,Low,2
PRETRIAL,Female,Caucasian,All Scales,English,Post Sentence,Probation,Divorced,1,Risk of Recidivism,-0.64,4,Low,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.64,5,Medium,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.64,5,Medium,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.64,5,Medium,2
PRETRIAL,Female,Other,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.64,5,Medium,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.64,5,Medium,2
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,1,Risk of Recidivism,-0.64,5,Medium,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.64,5,Medium,1
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.64,5,Medium,1
PRETRIAL,Female,Hispanic,Risk and Prescreen,English,Pretrial,Jail Inmate,Single,2,Risk of Recidivism,-0.64,5,Medium,1
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,1,Risk of Recidivism,-0.64,5,Medium,2
PRETRIAL,Female,African-American,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,2,Risk of Recidivism,-0.64,5,Medium,1
PRETRIAL,Female,Caucasian,Risk and Prescreen,English,Pretrial,Pretrial Defendant,Single,2,Risk of Recidivism,-0.64,5,Medium,1
Probation,Female,Hispanic,All Scales,English,Conditional Release,Probation,Divorced,1,Risk of Recidivism,-0.64,4,Low,2
Probation,Female,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.64,5,Medium,1
Probation,Female,Hispanic,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.64,5,Medium,1
Probation,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.64,5,Medium,2
Probation,Female,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.64,5,Medium,2
Probation,Female,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.64,5,Medium,2
Probation,Female,African-American,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.64,5,Medium,2
Probation,Female,Caucasian,Risk and Prescreen,English,Post Sentence,Probation,Single,1,Risk of Recidivism,-0.64,5,Medium,2
